EMPLOYEEID;DIVISIONID;DEPARTMENTID;JOBID;JOBCLASSIFICATIONID;MANAGERID;EXITREASON;DATE;EXITDATE;FTE;STANDARDWEEKLYHOURS;WORKINGDAYSPERWEEK;SALARY
E296679;DIV03;DEP093;444;JC_Expert;M237930;Undisclosed;20170107;20991231;1;40;5; 31.647,00 
E296891;DIV03;DEP093;454;JC_Manager;M237930;Undisclosed;20170107;20991231;1;40;5; 133.680,00 
E297819;DIV03;DEP093;442;JC_Specialist;M237930;Undisclosed;20191129;20991231;1;40;5; 9.332,00 
E298402;DIV03;DEP093;251;JC_Associate;M237930;Undisclosed;20170107;20991231;1;40;5; 59.933,00 
E059463;DIV03;DEP093;450;JC_Associate;M237930;Undisclosed;20200128;20991231;1;40;5; 67.003,00 
E223494;DIV02;DEP093;454;JC_Manager;M252825;Undisclosed;20140312;20991231;1;40;5; 82.787,00 
E223604;DIV00;DEP093;442;JC_Specialist;M217443;Undisclosed;20140312;20991231;1;40;5; 595.717,00 
E223612;DIV02;DEP093;445;JC_Manager;M252825;Undisclosed;20140312;20991231;1;40;5; 94.988,00 
E223844;DIV03;DEP093;413;JC_Senior specialist;M237930;Undisclosed;20140312;20991231;1;40;5; 82.270,00 
E224244;DIV09;DEP093;446;JC_Director;M300121;Undisclosed;20140312;20991231;1;40;5; 82.069,00 
E224289;DIV03;DEP093;253;JC_Senior specialist;M237930;Undisclosed;20140312;20991231;1;40;5; 111.446,00 
E224461;DIV02;DEP093;445;JC_Manager;M252825;Undisclosed;20140312;20991231;1;40;5; 45.888,00 
E225055;DIV02;DEP093;455;JC_Director;M252825;Undisclosed;20140312;20991231;1;40;5; 117.208,00 
E225076;DIV02;DEP093;445;JC_Manager;M252825;Undisclosed;20140312;20991231;1;40;5; 68.482,00 
E225257;DIV03;DEP093;455;JC_Director;M237930;Undisclosed;20140312;20991231;1;40;5; 87.923,00 
E225459;DIV03;DEP093;362;JC_Specialist;M237930;Undisclosed;20140312;20991231;1;40;5; 76.211,00 
E225490;DIV03;DEP093;456;JC_Senior Executive;M237930;Undisclosed;20140312;20991231;1;40;5; 75.199,00 
E225540;DIV03;DEP093;404;JC_Expert;M237930;Undisclosed;20140312;20991231;1;40;5; 74.255,00 
E225557;DIV02;DEP093;446;JC_Director;M252825;Undisclosed;20140312;20991231;1;40;5; 83.335,00 
E225588;DIV02;DEP093;293;JC_Senior specialist;M252825;Undisclosed;20140312;20991231;1;40;5; 76.770,00 
E225776;DIV03;DEP093;447;JC_Executive;M237930;Undisclosed;20140312;20991231;1;40;5; 78.551,00 
E225789;DIV03;DEP093;445;JC_Manager;M237930;Undisclosed;20140312;20991231;1;40;5; 50.421,00 
E225978;DIV03;DEP093;443;JC_Senior specialist;M237930;Undisclosed;20140312;20991231;1;40;5; 88.442,00 
E226543;DIV02;DEP093;381;JC_Specialist;M252825;Undisclosed;20140312;20991231;1;40;5; 114.303,00 
E227179;DIV02;DEP093;401;JC_Associate;M252825;Undisclosed;20140312;20991231;1;40;5; 65.003,00 
E227786;DIV02;DEP093;252;JC_Specialist;M252825;Undisclosed;20140312;20991231;1;40;5; 62.967,00 
E228064;DIV09;DEP000;452;JC_Senior specialist;M300121;Undisclosed;20140312;20991231;1;40;5; 54.987,00 
E228336;DIV09;DEP000;341;JC_Associate;M300121;Undisclosed;20140312;20991231;1;40;5; 95.977,00 
E228906;DIV03;DEP000;452;JC_Senior specialist;M237930;Undisclosed;20140312;20991231;1;40;5; 125.663,00 
E228925;DIV03;DEP000;444;JC_Expert;M237930;Undisclosed;20140312;20991231;1;40;5; 244.909,00 
E229254;DIV02;DEP000;233;JC_Senior specialist;M252825;Undisclosed;20140312;20991231;1;40;5; 127.593,00 
E214716;DIV03;DEP000;461;JC_Associate;M237930;Undisclosed;20140312;20991231;1;40;5; 133.852,00 
E230356;DIV03;DEP014;403;JC_Senior specialist;M237930;Undisclosed;20140312;20991231;1;40;5; 255.579,00 
E223491;DIV03;DEP013;443;JC_Senior specialist;M237930;Undisclosed;20140312;20991231;1;40;5; 135.147,00 
E230769;DIV03;DEP022;444;JC_Expert;M237930;Undisclosed;20140312;20991231;1;40;5; 365.809,00 
E231772;DIV02;DEP007;444;JC_Expert;M252825;Undisclosed;20140312;20991231;1;40;5; 278.834,00 
E232296;DIV03;DEP007;443;JC_Senior specialist;M237930;Undisclosed;20140312;20991231;1;40;5; 65.320,00 
E232625;DIV03;DEP007;452;JC_Senior specialist;M237930;Undisclosed;20140312;20991231;1;40;5; 268.227,00 
E233310;DIV09;DEP007;445;JC_Manager;M300121;Undisclosed;20140312;20991231;1;40;5; 100.814,00 
E234104;DIV03;DEP007;443;JC_Senior specialist;M237930;Undisclosed;20140312;20991231;1;40;5; 414.092,00 
E234286;DIV09;DEP007;442;JC_Specialist;M300121;Undisclosed;20140312;20991231;1;40;5; 72.765,00 
E234491;DIV03;DEP007;452;JC_Senior specialist;M237930;Undisclosed;20140312;20991231;1;40;5; 240.294,00 
E234576;DIV02;DEP093;444;JC_Expert;M252825;Undisclosed;20140312;20991231;1;40;5; 341.910,00 
E235360;DIV03;DEP093;447;JC_Executive;M237930;Undisclosed;20140312;20991231;1;40;5; 199.558,00 
E235701;DIV02;DEP092;393;JC_Expert;M252825;Undisclosed;20140312;20991231;1;40;5; 419.629,00 
E235736;DIV05;DEP091;452;JC_Senior specialist;M044139;Undisclosed;20140312;20991231;1;40;5; 39.226,00 
E235804;DIV02;DEP093;443;JC_Senior specialist;M252825;Undisclosed;20140312;20991231;1;40;5; 452.883,00 
E235856;DIV02;DEP092;411;JC_Associate;M252825;Undisclosed;20140312;20991231;1;40;5; 94.849,00 
M236190;DIV08;DEP091;423;JC_Expert;M236190;Undisclosed;20140312;20991231;1;40;5; 50.520,00 
M236816;DIV03;DEP092;447;JC_Executive;M237930;Undisclosed;20140312;20991231;1;40;5; 531.499,00 
E237201;DIV02;DEP091;444;JC_Expert;M252825;Undisclosed;20140312;20991231;1;40;5; 919.953,00 
E237337;DIV09;DEP093;454;JC_Manager;M300121;Undisclosed;20140312;20991231;1;40;5; 100.601,00 
E237469;DIV03;DEP092;452;JC_Senior specialist;M237930;Undisclosed;20140312;20991231;1;40;5; 415.161,00 
E237824;DIV05;DEP093;252;JC_Specialist;M044139;Undisclosed;20140312;20991231;1;40;5; 59.502,00 
M237930;DIV03;DEP093;447;JC_Executive;M237930;Undisclosed;20140312;20991231;1;40;5; 548.043,00 
E238253;DIV03;DEP091;252;JC_Specialist;M237930;Undisclosed;20140312;20991231;1;40;5; 270.653,00 
E019621;DIV02;DEP091;452;JC_Senior specialist;M252825;Undisclosed;20140103;20991231;1;40;5; 98.228,00 
E019691;DIV03;DEP091;442;JC_Specialist;M237930;Undisclosed;20140103;20991231;1;40;5; 221.361,00 
M019974;DIV04;DEP093;383;JC_Senior specialist;M019974;Undisclosed;20140103;20991231;1;40;5; 47.247,00 
E020098;DIV05;DEP092;291;JC_Associate;M044139;Undisclosed;20140103;20991231;1;40;5; 45.070,00 
E020895;DIV02;DEP092;411;JC_Associate;M252825;Undisclosed;20140103;20991231;1;40;5; 111.620,00 
E020953;DIV02;DEP091;442;JC_Specialist;M252825;Undisclosed;20140103;20991231;1;40;5; 53.090,00 
E021020;DIV03;DEP092;452;JC_Senior specialist;M237930;Undisclosed;20140103;20991231;1;40;5; 103.841,00 
E021392;DIV03;DEP092;452;JC_Senior specialist;M266882;Undisclosed;20140103;20991231;1;40;5; 29.313,00 
E021407;DIV04;DEP093;402;JC_Specialist;M096889;Undisclosed;20140103;20991231;1;40;5; 41.122,00 
E021799;DIV02;DEP093;453;JC_Expert;M252825;Undisclosed;20140327;20991231;1;40;5; 74.626,00 
E021981;DIV02;DEP091;312;JC_Specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 76.448,00 
E023000;DIV02;DEP091;445;JC_Manager;M252825;Undisclosed;20140327;20991231;1;40;5; 93.810,00 
E023067;DIV02;DEP091;252;JC_Specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 90.896,00 
E023753;DIV03;DEP032;293;JC_Senior specialist;M266882;Undisclosed;20140327;20991231;1;40;5; 48.658,00 
E024367;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140327;20991231;1;40;5; 33.438,00 
E024764;DIV09;DEP032;450;JC_Associate;M300121;Undisclosed;20140327;20991231;1;40;5; 87.061,00 
E024878;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140327;20991231;1;40;5; 109.070,00 
E024956;DIV04;DEP032;443;JC_Senior specialist;M200979;Undisclosed;20140327;20991231;1;40;5; 89.207,00 
E024971;DIV02;DEP032;455;JC_Director;M252825;Undisclosed;20140327;20991231;1;40;5; 87.639,00 
E024981;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 72.763,00 
E025357;DIV03;DEP032;445;JC_Manager;M266882;Undisclosed;20140327;20991231;1;40;5; 45.224,00 
E025447;DIV03;DEP032;442;JC_Specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 124.443,00 
E025684;DIV08;DEP032;454;JC_Manager;M293226;Undisclosed;20140327;20991231;1;40;5; 53.903,00 
E025802;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 46.931,00 
E025941;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 128.209,00 
E026335;DIV02;DEP032;402;JC_Specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 81.546,00 
E026664;DIV02;DEP032;232;JC_Senior specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 119.247,00 
E026901;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20140327;20991231;1;40;5; 84.961,00 
E028929;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 104.092,00 
E029229;DIV08;DEP032;454;JC_Manager;M293226;Undisclosed;20140327;20991231;1;40;5; 43.201,00 
E029232;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 75.869,00 
E029363;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20140327;20991231;1;40;5; 95.137,00 
E029434;DIV06;DEP032;211;JC_Associate;M044771;Undisclosed;20140327;20991231;1;40;5; 65.079,00 
E030252;DIV02;DEP032;454;JC_Manager;M252825;Undisclosed;20140327;20991231;1;40;5; 60.778,00 
E030308;DIV04;DEP032;453;JC_Expert;M095280;Undisclosed;20140327;20991231;1;40;5; 92.522,00 
E030449;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 46.241,00 
E030847;DIV09;DEP032;432;JC_Specialist;M300121;Undisclosed;20140327;20991231;1;40;5; 87.837,00 
E031336;DIV08;DEP032;444;JC_Expert;M293226;Undisclosed;20140327;20991231;1;40;5; 62.893,00 
E031412;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20140327;20991231;1;40;5; 37.798,00 
E086988;DIV09;DEP032;444;JC_Expert;M300121;Undisclosed;20140327;20991231;1;40;5; 99.407,00 
E087094;DIV03;DEP032;461;JC_Associate;M266882;Undisclosed;20140327;20991231;1;40;5; 53.865,00 
E087196;DIV02;DEP032;461;JC_Associate;M252825;Undisclosed;20140327;20991231;1;40;5; 134.584,00 
E087567;DIV08;DEP032;401;JC_Associate;M293226;Undisclosed;20140327;20991231;1;40;5; 32.474,00 
E087682;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20140327;20991231;1;40;5; 253.584,00 
E088459;DIV02;DEP032;450;JC_Associate;M252825;Undisclosed;20140327;20991231;1;40;5; 87.744,00 
E088523;DIV02;DEP032;441;JC_Associate;M252825;Undisclosed;20140327;20991231;1;40;5; 69.594,00 
E089235;DIV02;DEP032;441;JC_Associate;M252825;Undisclosed;20140327;20991231;1;40;5; 85.534,00 
E089567;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 116.284,00 
E089958;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 84.146,00 
E090279;DIV03;DEP032;441;JC_Associate;M237930;Undisclosed;20140327;20991231;1;40;5; 114.747,00 
E090444;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20140327;20991231;1;40;5; 78.513,00 
E090647;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20140327;20991231;1;40;5; 217.982,00 
E090926;DIV05;DEP032;454;JC_Manager;M044139;Undisclosed;20140327;20991231;1;40;5; 82.423,00 
E091364;DIV03;DEP032;433;JC_Senior specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 251.177,00 
E091684;DIV03;DEP032;411;JC_Associate;M237930;Undisclosed;20140327;20991231;1;40;5; 214.672,00 
E091951;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 80.731,00 
E092267;DIV04;DEP032;452;JC_Senior specialist;M095280;Undisclosed;20140327;20991231;1;40;5; 86.053,00 
E092410;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20140327;20991231;1;40;5; 291.999,00 
E092563;DIV06;DEP032;445;JC_Manager;M044771;Undisclosed;20140327;20991231;1;40;5; 97.623,00 
E092666;DIV06;DEP032;454;JC_Manager;M044771;Undisclosed;20140327;20991231;1;40;5; 78.197,00 
E092752;DIV09;DEP032;455;JC_Director;M300121;Undisclosed;20140327;20991231;1;40;5; 27.396,00 
E093962;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140327;20991231;1;40;5; 126.614,00 
E094125;DIV08;DEP032;454;JC_Manager;M236347;Undisclosed;20140327;20991231;1;40;5; 78.067,00 
E094409;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20140327;20991231;1;40;5; 71.531,00 
E094843;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 250.933,00 
E095003;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 116.385,00 
M095280;DIV04;DEP032;233;JC_Senior specialist;M095280;Undisclosed;20140327;20991231;1;40;5; 93.509,00 
E095568;DIV02;DEP032;454;JC_Manager;M252825;Undisclosed;20140327;20991231;1;40;5; 261.034,00 
E096719;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 83.510,00 
E096826;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140327;20991231;1;40;5; 97.647,00 
M096889;DIV04;DEP032;322;JC_Senior specialist;M096889;Undisclosed;20140327;20991231;1;40;5; 64.974,00 
E097066;DIV09;DEP032;252;JC_Specialist;M300121;Undisclosed;20140327;20991231;1;40;5; 62.934,00 
E097292;DIV03;DEP032;452;JC_Senior specialist;M266882;Undisclosed;20140327;20991231;1;40;5; 63.556,00 
E097660;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 86.920,00 
E097675;DIV02;DEP032;454;JC_Manager;M252825;Undisclosed;20140327;20991231;1;40;5; 81.043,00 
E098415;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 93.617,00 
E098433;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 268.109,00 
E099384;DIV05;DEP032;442;JC_Specialist;M044139;Undisclosed;20140327;20991231;1;40;5; 56.985,00 
E100133;DIV03;DEP032;454;JC_Manager;M237930;Undisclosed;20140327;20991231;1;40;5; 108.961,00 
E100468;DIV09;DEP032;455;JC_Director;M300121;Undisclosed;20140327;20991231;1;40;5; 74.489,00 
E100693;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 96.161,00 
E101459;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 232.218,00 
E101985;DIV03;DEP032;453;JC_Expert;M237930;Undisclosed;20140327;20991231;1;40;5; 275.103,00 
E102443;DIV04;DEP032;444;JC_Expert;M019974;Undisclosed;20140327;20991231;1;40;5; 61.116,00 
E102505;DIV09;DEP032;453;JC_Expert;M300121;Undisclosed;20140327;20991231;1;40;5; 36.563,00 
E102511;DIV02;DEP032;450;JC_Associate;M252825;Undisclosed;20140327;20991231;1;40;5; 57.736,00 
E102787;DIV03;DEP032;602;JC_Senior Executive;M237930;Undisclosed;20140327;20991231;1;40;5; 69.976,00 
E103157;DIV06;DEP032;252;JC_Specialist;M044771;Undisclosed;20140327;20991231;1;40;5; 111.921,00 
E103930;DIV03;DEP032;451;JC_Specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 238.771,00 
E104104;DIV02;DEP032;444;JC_Expert;M252825;Undisclosed;20140327;20991231;1;40;5; 115.294,00 
E104333;DIV04;DEP032;402;JC_Specialist;M019974;Undisclosed;20140327;20991231;1;40;5; 25.814,00 
E104358;DIV03;DEP032;443;JC_Senior specialist;M266882;Undisclosed;20140327;20991231;1;40;5; 75.411,00 
E104691;DIV02;DEP032;444;JC_Expert;M252825;Undisclosed;20140327;20991231;1;40;5; 113.016,00 
E105518;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20140327;20991231;1;40;5; 109.419,00 
E106119;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140327;20991231;1;40;5; 119.363,00 
E106858;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 269.738,00 
E107272;DIV03;DEP032;311;JC_Associate;M237930;Undisclosed;20140327;20991231;1;40;5; 239.465,00 
E107440;DIV09;DEP032;402;JC_Specialist;M300121;Undisclosed;20140327;20991231;1;40;5; 40.284,00 
E107993;DIV06;DEP032;446;JC_Director;M044771;Undisclosed;20140327;20991231;1;40;5; 92.443,00 
E108140;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 253.135,00 
E108157;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 78.703,00 
E108402;DIV02;DEP032;444;JC_Expert;M252825;Undisclosed;20140327;20991231;1;40;5; 84.621,00 
E108817;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20140327;20991231;1;40;5; 106.727,00 
E109328;DIV02;DEP032;452;JC_Senior specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 99.841,00 
E109436;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20140327;20991231;1;40;5; 262.131,00 
E109511;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20140327;20991231;1;40;5; 113.893,00 
E109538;DIV03;DEP032;601;JC_Executive;M237930;Undisclosed;20140327;20991231;1;40;5; 111.400,00 
E109656;DIV03;DEP032;253;JC_Senior specialist;M266882;Undisclosed;20140327;20991231;1;40;5; 46.063,00 
M109659;DIV06;DEP032;392;JC_Senior specialist;M109659;Undisclosed;20140327;20991231;1;40;5; 56.541,00 
E110370;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20140327;20991231;1;40;5; 113.087,00 
E110484;DIV02;DEP032;455;JC_Director;M252825;Undisclosed;20140327;20991231;1;40;5; 115.669,00 
E110507;DIV03;DEP032;455;JC_Director;M237930;Undisclosed;20140327;20991231;1;40;5; 220.553,00 
E111323;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20140327;20991231;1;40;5; 112.564,00 
E111614;DIV01;DEP032;442;JC_Specialist;M144808;Undisclosed;20140327;20991231;1;40;5; 50.323,00 
E111786;DIV05;DEP032;445;JC_Manager;M044139;Undisclosed;20140327;20991231;1;40;5; 41.093,00 
E111790;DIV02;DEP032;446;JC_Director;M252825;Undisclosed;20140327;20991231;1;40;5; 110.362,00 
E111852;DIV02;DEP032;455;JC_Director;M252825;Undisclosed;20140327;20991231;1;40;5; 133.379,00 
E111869;DIV02;DEP032;453;JC_Expert;M252825;Undisclosed;20140103;20991231;1;40;5; 102.027,00 
E112728;DIV03;DEP032;455;JC_Director;M237930;Undisclosed;20140103;20991231;1;40;5; 256.504,00 
E113023;DIV02;DEP032;455;JC_Director;M252825;Undisclosed;20140103;20991231;1;40;5; 108.121,00 
E113470;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140103;20991231;1;40;5; 236.250,00 
E113896;DIV04;DEP032;445;JC_Manager;M095280;Undisclosed;20140103;20991231;1;40;5; 76.675,00 
E114037;DIV06;DEP032;413;JC_Senior specialist;M109659;Undisclosed;20140103;20991231;1;40;5; 60.778,00 
E114353;DIV03;DEP032;455;JC_Director;M237930;Undisclosed;20140103;20991231;1;40;5; 113.808,00 
E114771;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140103;20991231;1;40;5; 81.901,00 
E115460;DIV03;DEP032;455;JC_Director;M237930;Undisclosed;20140212;20991231;1;40;5; 87.061,00 
E115682;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140212;20991231;1;40;5; 92.796,00 
E115849;DIV02;DEP032;403;JC_Senior specialist;M252825;Undisclosed;20140212;20991231;1;40;5; 95.866,00 
E116009;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20140212;20991231;1;40;5; 86.557,00 
E116630;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140212;20991231;1;40;5; 101.909,00 
E116633;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20140212;20991231;1;40;5; 114.606,00 
E117943;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140212;20991231;1;40;5; 93.996,00 
E118900;DIV09;DEP032;442;JC_Specialist;M300121;Undisclosed;20140212;20991231;1;40;5; 85.347,00 
E118926;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20140212;20991231;1;40;5; 287.371,00 
E118944;DIV01;DEP032;432;JC_Specialist;M144808;Undisclosed;20140212;20991231;1;40;5; 45.636,00 
E118987;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140212;20991231;1;40;5; 77.384,00 
E119030;DIV03;DEP032;445;JC_Manager;M237930;Undisclosed;20140212;20991231;1;40;5; 68.746,00 
E119589;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20140212;20991231;1;40;5; 59.346,00 
E119646;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20140212;20991231;1;40;5; 102.256,00 
E119697;DIV05;DEP032;433;JC_Senior specialist;M044139;Undisclosed;20140212;20991231;1;40;5; 42.538,00 
E119954;DIV03;DEP032;454;JC_Manager;M266882;Undisclosed;20140212;20991231;1;40;5; 56.526,00 
E120682;DIV01;DEP032;443;JC_Senior specialist;M144808;Undisclosed;20140212;20991231;1;40;5; 48.148,00 
E120686;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140212;20991231;1;40;5; 98.429,00 
E120802;DIV04;DEP032;362;JC_Specialist;M095280;Undisclosed;20140212;20991231;1;40;5; 102.831,00 
E121225;DIV02;DEP032;454;JC_Manager;M252825;Undisclosed;20140212;20991231;1;40;5; 104.035,00 
E121650;DIV03;DEP032;452;JC_Senior specialist;M237930;Undisclosed;20140212;20991231;1;40;5; 70.972,00 
E121810;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140212;20991231;1;40;5; 131.738,00 
E121833;DIV02;DEP032;412;JC_Specialist;M252825;Undisclosed;20140212;20991231;1;40;5; 81.497,00 
E122177;DIV09;DEP032;454;JC_Manager;M300121;Undisclosed;20140212;20991231;1;40;5; 51.052,00 
E122701;DIV03;DEP032;442;JC_Specialist;M237930;Undisclosed;20140212;20991231;1;40;5; 97.208,00 
E122891;DIV01;DEP032;455;JC_Director;M144808;Undisclosed;20140212;20991231;1;40;5; 47.429,00 
E123132;DIV01;DEP032;455;JC_Director;M144808;Undisclosed;20140212;20991231;1;40;5; 51.978,00 
E123159;DIV05;DEP032;444;JC_Expert;M044139;Undisclosed;20140212;20991231;1;40;5; 45.576,00 
E123361;DIV02;DEP032;442;JC_Specialist;M252825;Undisclosed;20140212;20991231;1;40;5; 84.493,00 
E123596;DIV03;DEP032;443;JC_Senior specialist;M266882;Undisclosed;20140212;20991231;1;40;5; 47.918,00 
E123853;DIV04;DEP032;452;JC_Senior specialist;M096889;Undisclosed;20140212;20991231;1;40;5; 103.514,00 
E124650;DIV03;DEP032;251;JC_Associate;M237930;Undisclosed;20140212;20991231;1;40;5; 230.105,00 
E124681;DIV09;DEP032;455;JC_Director;M300121;Undisclosed;20140212;20991231;1;40;5; 79.739,00 
E124730;DIV06;DEP032;455;JC_Director;M109659;Undisclosed;20140212;20991231;1;40;5; 92.521,00 
E124971;DIV02;DEP032;403;JC_Senior specialist;M252825;Undisclosed;20140212;20991231;1;40;5; 130.639,00 
E125051;DIV02;DEP032;442;JC_Specialist;M252825;Undisclosed;20140212;20991231;1;40;5; 118.521,00 
E125270;DIV03;DEP032;214;JC_Expert;M237930;Undisclosed;20140212;20991231;1;40;5; 110.208,00 
E125526;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20140212;20991231;1;40;5; 93.219,00 
E125607;DIV03;DEP032;401;JC_Associate;M266882;Undisclosed;20140212;20991231;1;40;5; 52.403,00 
E125799;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20140212;20991231;1;40;5; 110.535,00 
E125990;DIV02;DEP032;444;JC_Expert;M252825;Undisclosed;20140212;20991231;1;40;5; 78.921,00 
E127660;DIV09;DEP032;444;JC_Expert;M300121;Undisclosed;20140212;20991231;1;40;5; 72.159,00 
E127746;DIV09;DEP032;445;JC_Manager;M300121;Undisclosed;20140212;20991231;1;40;5; 69.878,00 
E129386;DIV02;DEP032;445;JC_Manager;M252825;Undisclosed;20140212;20991231;1;40;5; 87.827,00 
E129474;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20140212;20991231;1;40;5; 108.632,00 
E129568;DIV03;DEP032;444;JC_Expert;M237930;Undisclosed;20140212;20991231;1;40;5; 112.384,00 
E129696;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20140212;20991231;1;40;5; 229.370,00 
E129946;DIV03;DEP032;252;JC_Specialist;M237930;Undisclosed;20140212;20991231;1;40;5; 76.740,00 
E130149;DIV02;DEP032;453;JC_Expert;M252825;Undisclosed;20140212;20991231;1;40;5; 92.389,00 
E130663;DIV02;DEP032;403;JC_Senior specialist;M252825;Undisclosed;20140212;20991231;1;40;5; 138.255,00 
E131047;DIV02;DEP032;453;JC_Expert;M252825;Undisclosed;20140212;20991231;1;40;5; 66.279,00 
E131813;DIV02;DEP032;453;JC_Expert;M252825;Undisclosed;20140212;20991231;1;40;5; 127.136,00 
E131916;DIV03;DEP032;442;JC_Specialist;M266882;Undisclosed;20140212;20991231;1;40;5; 48.892,00 
E131960;DIV05;DEP032;292;JC_Specialist;M044139;Undisclosed;20140212;20991231;1;40;5; 44.110,00 
E132133;DIV09;DEP032;454;JC_Manager;M300121;Undisclosed;20140212;20991231;1;40;5; 85.758,00 
E132557;DIV09;DEP032;444;JC_Expert;M300121;Undisclosed;20140212;20991231;1;40;5; 78.963,00 
E132690;DIV02;DEP032;444;JC_Expert;M252825;Undisclosed;20140212;20991231;1;40;5; 263.833,00 
E132807;DIV02;DEP032;453;JC_Expert;M252825;Undisclosed;20140212;20991231;1;40;5; 130.954,00 
E132837;DIV02;DEP032;443;JC_Senior specialist;M252825;Undisclosed;20140212;20991231;1;40;5; 274.213,00 
E132879;DIV03;DEP032;252;JC_Specialist;M266882;Undisclosed;20140212;20991231;1;40;5; 46.516,00 
E133067;DIV03;DEP032;443;JC_Senior specialist;M237930;Undisclosed;20140212;20991231;1;40;5; 76.603,00 
E133851;DIV03;DEP032;361;JC_Associate;M266882;Undisclosed;20140212;20991231;1;40;5; 54.417,00 
